name,opt,time,result,states,SMT calls Subseteq(),SMT calls Empty(),SMT queries,SMT queries SAT,SMT queries unSAT,SMT queries unSAT,SMT subseteq on syntax. equal,SMT simplify calls,SMT CACHED,Instruction executed,Instructions executed observable,Hit count,Miss count,Replace count,Note
win2_o0.ll,0,0.242181,false,23,1,52,53,,1,,,54,,91,,0,0,0,
win2_o0.ll_neg,0,1.608766,true,116,67,261,328,,67,,,264,,488,,0,0,0,
win2_o2.ll,2,0.201855,false,18,1,40,41,,1,,,40,,64,,0,0,0,
win2_o2.ll_neg,2,1.548484,true,109,61,253,314,6,55,,,253,,398,,0,0,0,
win6bug_mod_o2.ll,2,None,,,,,,,,,,,,,,,,,TIMEOUT
win6bug_mod_o2.ll_neg,2,None,,,,,,,,,,,,,,,,,TIMEOUT
win6bug_par_os.ll,S,None,,,,,,,,,,,,,,,,,TIMEOUT
win6bug_par_os.ll_neg,S,None,,,,,,,,,,,,,,,,,TIMEOUT
win6bug_mod_o0.ll,0,None,,,,,,,,,,,,,,,,,TIMEOUT
win6bug_mod_o0.ll_neg,0,None,,,,,,,,,,,,,,,,,TIMEOUT
win6bug_o0.ll,0,None,,,,,,,,,,,,,,,,,TIMEOUT
win6bug_o0.ll_neg,0,None,,,,,,,,,,,,,,,,,TIMEOUT
win6bug_o2.ll,2,0.264206,false,34,6,51,57,,6,,,51,,101,,0,0,0,
win6bug_o2.ll_neg,2,None,,,,,,,,,,,,,,,,,TIMEOUT
win6bug_par_o2.ll,2,None,,,,,,,,,,,,,,,,,TIMEOUT
win6bug_par_o2.ll_neg,2,None,,,,,,,,,,,,,,,,,TIMEOUT
win6bug_os.ll,S,0.264053,false,34,6,51,57,,6,,,51,,101,,0,0,0,
win6bug_os.ll_neg,S,None,,,,,,,,,,,,,,,,,TIMEOUT
win6bug_mod_os.ll,S,None,,,,,,,,,,,,,,,,,TIMEOUT
win6bug_mod_os.ll_neg,S,None,,,,,,,,,,,,,,,,,TIMEOUT
win6bug_par_o0.ll,0,None,,,,,,,,,,,,,,,,,TIMEOUT
win6bug_par_o0.ll_neg,0,None,,,,,,,,,,,,,,,,,TIMEOUT
apache_o2.ll,2,1.007712,false,125,28,187,198,8,3,,17,192,,394,,0,0,0,
apache_o2.ll_neg,2,1.427965,false,95,29,233,262,23,6,,,237,,436,,0,0,0,
apache_o0.ll,0,None,,,,,,,,,,,,,,,,,TIMEOUT
apache_o0.ll_neg,0,None,,,,,,,,,,,,,,,,,TIMEOUT
apache_os.ll,S,1.007938,false,127,28,189,200,8,3,,17,196,,403,,0,0,0,
apache_os.ll_neg,S,1.427818,false,95,29,233,262,23,6,,,238,,444,,0,0,0,
agafp-fail_os.ll,S,230.403255,false,,,,,,,,,,,,,,,,Unexpected output!\n
agafp-fail_os.ll_neg,S,None,,,,,,,,,,,,,,,,,TIMEOUT
agafp-fail_o2.ll,2,234.738858,false,,,,,,,,,,,,,,,,Unexpected output!\n
agafp-fail_o2.ll_neg,2,None,,,,,,,,,,,,,,,,,TIMEOUT
agafp-fail_o0.ll,0,226.407759,false,,,,,,,,,,,,,,,,Unexpected output!\n
agafp-fail_o0.ll_neg,0,None,,,,,,,,,,,,,,,,,TIMEOUT
win5_os.ll,S,0.465159,false,49,1,102,103,,1,,,104,,219,,0,0,0,
win5_os.ll_neg,S,None,,,,,,,,,,,,,,,,,TIMEOUT
win5_o2.ll,2,0.445046,false,46,1,98,99,,1,,,98,,189,,0,0,0,
win5_o2.ll_neg,2,None,,,,,,,,,,,,,,,,,TIMEOUT
win5_o0.ll,0,0.48545,false,51,1,104,105,,1,,,106,,259,,0,0,0,
win5_o0.ll_neg,0,0.744451,false,,,,,,,,,,,,,,,,Unexpected output!\ntoz3: invalid formula a_seg2_off507_gen1[64] == a_seg2_off506_gen1[32]\nCannot perform empty operation: Sorts (_ BitVec 64) and (_ BitVec 32) are incompatible\nterminate called after throwing an instance of 'z3::exception'\n
win3_o2.ll,2,0.181736,true,10,4,32,36,,4,,,38,,60,,0,0,0,
win3_o2.ll_neg,2,0.262177,false,16,12,44,56,,12,,,51,,94,,0,0,0,
modified_smv_o0.ll,0,0.322673,true,24,6,64,70,3,3,,,80,,94,,0,0,0,
modified_smv_o0.ll_neg,0,0.362633,false,35,17,55,72,9,8,,,67,,104,,0,0,0,
win3_o0.ll,0,0.221974,true,15,4,42,46,,4,,,62,,84,,0,0,0,
win3_o0.ll_neg,0,0.282249,false,25,10,52,62,,10,,,74,,120,,0,0,0,
modified_smv_os.ll,S,0.161702,true,10,3,32,35,,3,,,36,,46,,0,0,0,
modified_smv_os.ll_neg,S,0.221851,false,18,9,38,47,,9,,,42,,67,,0,0,0,
win3_os.ll,S,0.181675,true,10,4,32,36,,4,,,38,,60,,0,0,0,
win3_os.ll_neg,S,0.262039,false,16,12,44,56,,12,,,51,,94,,0,0,0,
modified_smv_o2.ll,2,0.161533,true,10,3,32,35,,3,,,36,,46,,0,0,0,
modified_smv_o2.ll_neg,2,0.222108,false,18,9,38,47,,9,,,42,,67,,0,0,0,
agimpefp-succeed_o0.ll,0,0.844829,false,124,16,174,190,,16,,,184,,317,,0,0,0,
agimpefp-succeed_o0.ll_neg,0,0.583567,false,60,1,140,141,,1,,,145,,232,,0,0,0,
model_noop.ll,unknown,0.86516,false,124,16,174,190,,16,,,184,,300,,0,0,0,
model_noop.ll_neg,unknown,0.583405,false,60,1,140,141,,1,,,145,,218,,0,0,0,
model_op.ll,unknown,0.844854,false,123,16,172,188,,16,,,180,,267,,0,0,0,
model_op.ll_neg,unknown,0.563329,false,59,1,136,137,,1,,,140,,194,,0,0,0,
agimpefp-succeed_o2.ll,2,0.844802,false,123,16,172,188,,16,,,180,,289,,0,0,0,
agimpefp-succeed_o2.ll_neg,2,0.563461,false,59,1,136,137,,1,,,140,,212,,0,0,0,
agimpefp-succeed_os.ll,S,0.844766,false,123,16,172,188,,16,,,180,,284,,0,0,0,
agimpefp-succeed_os.ll_neg,S,0.563416,false,59,1,136,137,,1,,,140,,208,,0,0,0,
afefp-succeed_os.ll,S,None,,,,,,,,,,,,,,,,,TIMEOUT
afefp-succeed_os.ll_neg,S,None,,,,,,,,,,,,,,,,,TIMEOUT
afefp-succeed_o0.ll,0,0.706017,false,79,1,170,171,,1,,,176,,313,,0,0,0,
afefp-succeed_o0.ll_neg,0,0.382787,false,78,2,87,89,,2,,,87,,175,,0,0,0,
afefp-succeed_o2.ll,2,None,,,,,,,,,,,,,,,,,TIMEOUT
afefp-succeed_o2.ll_neg,2,None,,,,,,,,,,,,,,,,,TIMEOUT
afagp-succeed_o2.ll,2,None,,,,,,,,,,,,,,,,,TIMEOUT
afagp-succeed_o2.ll_neg,2,None,,,,,,,,,,,,,,,,,TIMEOUT
afagp-succeed_os.ll,S,None,,,,,,,,,,,,,,,,,TIMEOUT
afagp-succeed_os.ll_neg,S,None,,,,,,,,,,,,,,,,,TIMEOUT
afagp-succeed_o0.ll,0,None,,,,,,,,,,,,,,,,,TIMEOUT
afagp-succeed_o0.ll_neg,0,None,,,,,,,,,,,,,,,,,TIMEOUT
win6_o0.ll,0,None,,,,,,,,,,,,,,,,,TIMEOUT
win6_o0.ll_neg,0,None,,,,,,,,,,,,,,,,,TIMEOUT
win6_mod_o0.ll,0,None,,,,,,,,,,,,,,,,,TIMEOUT
win6_mod_o0.ll_neg,0,None,,,,,,,,,,,,,,,,,TIMEOUT
win6_o2.ll,2,None,,,,,,,,,,,,,,,,,TIMEOUT
win6_o2.ll_neg,2,None,,,,,,,,,,,,,,,,,TIMEOUT
win6_mod_os.ll,S,None,,,,,,,,,,,,,,,,,TIMEOUT
win6_mod_os.ll_neg,S,None,,,,,,,,,,,,,,,,,TIMEOUT
win6_mod_o2.ll,2,None,,,,,,,,,,,,,,,,,TIMEOUT
win6_mod_o2.ll_neg,2,None,,,,,,,,,,,,,,,,,TIMEOUT
win6_os.ll,S,None,,,,,,,,,,,,,,,,,TIMEOUT
win6_os.ll_neg,S,None,,,,,,,,,,,,,,,,,TIMEOUT
afegp-fail_o0.ll,0,0.424468,false,48,7,95,102,,7,,,95,,180,,0,0,0,
afegp-fail_o0.ll_neg,0,0.462898,false,47,5,110,115,,5,,,110,,196,,0,0,0,
afegp-fail_o2.ll,2,0.181948,false,9,8,26,34,,8,,,26,,58,,0,0,0,
afegp-fail_o2.ll_neg,2,0.161499,false,7,5,30,35,,5,,,30,,56,,0,0,0,
afegp-fail_os.ll,S,0.181697,false,9,8,26,34,,8,,,26,,58,,0,0,0,
afegp-fail_os.ll_neg,S,0.161587,false,7,5,30,35,,5,,,30,,56,,0,0,0,
win4_o0.ll,0,None,,,,,,,,,,,,,,,,,TIMEOUT
win4_o0.ll_neg,0,None,,,,,,,,,,,,,,,,,TIMEOUT
win4_o2.ll,2,None,,,,,,,,,,,,,,,,,TIMEOUT
win4_o2.ll_neg,2,None,,,,,,,,,,,,,,,,,TIMEOUT
win4_os.ll,S,None,,,,,,,,,,,,,,,,,TIMEOUT
win4_os.ll_neg,S,None,,,,,,,,,,,,,,,,,TIMEOUT
afegp-succeed_o0.ll,0,0.525024,false,50,11,110,121,,11,,,110,,205,,0,0,0,
afegp-succeed_o0.ll_neg,0,0.342286,false,41,1,86,87,,1,,,86,,162,,0,0,0,
afegp-succeed_os.ll,S,0.222155,false,8,9,32,41,,9,,,32,,63,,0,0,0,
afegp-succeed_os.ll_neg,S,0.101284,false,7,1,18,19,,1,,,18,,34,,0,0,0,
afegp-succeed_o2.ll,2,0.201792,false,8,9,32,41,,9,,,32,,63,,0,0,0,
afegp-succeed_o2.ll_neg,2,0.101332,false,7,1,18,19,,1,,,18,,34,,0,0,0,
win1_o0.ll,0,None,,,,,,,,,,,,,,,,,TIMEOUT
win1_o0.ll_neg,0,None,,,,,,,,,,,,,,,,,TIMEOUT
win1_os.ll,S,None,,,,,,,,,,,,,,,,,TIMEOUT
win1_os.ll_neg,S,0.163348,false,14,1,30,31,,1,,,30,,60,,0,0,0,
win1_o2.ll,2,None,,,,,,,,,,,,,,,,,TIMEOUT
win1_o2.ll_neg,2,0.163419,false,14,1,30,31,,1,,,30,,60,,0,0,0,
pgarch_o2.ll,2,0.664028,false,50,16,91,107,10,6,,,91,,155,,0,0,0,
pgarch_o2.ll_neg,2,0.221876,false,18,1,42,43,,1,,,42,,72,,0,0,0,
pgarch_os.ll,S,0.644241,false,50,16,91,107,10,6,,,91,,155,,0,0,0,
pgarch_os.ll_neg,S,0.201843,false,18,1,42,43,,1,,,42,,72,,0,0,0,
pgarch_o0.ll,0,None,,,,,,,,,,,,,,,,,TIMEOUT
pgarch_o0.ll_neg,0,0.605289,false,58,1,128,129,,1,,,172,,248,,0,0,0,
agegp-succeed_o2.ll,2,0.04102,true,1,,1,1,,,,,1,,5,,0,0,0,
agegp-succeed_o2.ll_neg,2,0.081239,false,5,2,9,11,,2,,,9,,26,,0,0,0,
agegp-succeed_os.ll,S,0.041328,true,1,,1,1,,,,,1,,5,,0,0,0,
agegp-succeed_os.ll_neg,S,0.081223,false,5,2,9,11,,2,,,9,,26,,0,0,0,
agegp-succeed_o0.ll,0,0.041013,true,1,,1,1,,,,,1,,4,,0,0,0,
agegp-succeed_o0.ll_neg,0,0.101166,false,11,2,15,17,,2,,,15,,33,,0,0,0,
afp-fail_os.ll,S,0.061035,false,4,1,9,10,,1,,,10,,17,,0,0,0,
afp-fail_os.ll_neg,S,0.04096,true,2,,4,4,,,,,4,,6,,0,0,0,
afp-fail_o2.ll,2,0.061325,false,4,1,9,10,,1,,,10,,17,,0,0,0,
afp-fail_o2.ll_neg,2,0.040928,true,2,,4,4,,,,,4,,6,,0,0,0,
afp-fail_o0.ll,0,None,,,,,,,,,,,,,,,,,TIMEOUT
afp-fail_o0.ll_neg,0,None,,,,,,,,,,,,,,,,,TIMEOUT
fig8-2007_o2.ll,2,None,,,,,,,,,,,,,,,,,TIMEOUT
fig8-2007_o2.ll_neg,2,None,,,,,,,,,,,,,,,,,TIMEOUT
fig8-2007_o0.ll,0,None,,,,,,,,,,,,,,,,,TIMEOUT
fig8-2007_o0.ll_neg,0,None,,,,,,,,,,,,,,,,,TIMEOUT
fig8-2007_os.ll,S,None,,,,,,,,,,,,,,,,,TIMEOUT
fig8-2007_os.ll_neg,S,None,,,,,,,,,,,,,,,,,TIMEOUT
agafp-succeed_o0.ll,0,None,,,,,,,,,,,,,,,,,TIMEOUT
agafp-succeed_o0.ll_neg,0,0.1835,false,14,1,38,39,,1,,,43,,63,,0,0,0,
agafp-succeed_o2.ll,2,None,,,,,,,,,,,,,,,,,TIMEOUT
agafp-succeed_o2.ll_neg,2,0.163303,false,13,1,34,35,,1,,,38,,52,,0,0,0,
agafp-succeed_os.ll,S,None,,,,,,,,,,,,,,,,,TIMEOUT
agafp-succeed_os.ll_neg,S,0.163486,false,13,1,34,35,,1,,,38,,52,,0,0,0,
agp-fail_os.ll,S,None,,,,,,,,,,,,,,,,,TIMEOUT
agp-fail_os.ll_neg,S,0.042495,true,1,,1,1,,,,,1,,5,,0,0,0,
agp-fail_o0.ll,0,None,,,,,,,,,,,,,,,,,TIMEOUT
agp-fail_o0.ll_neg,0,0.042547,true,1,,1,1,,,,,1,,4,,0,0,0,
agp-fail_o2.ll,2,None,,,,,,,,,,,,,,,,,TIMEOUT
agp-fail_o2.ll_neg,2,0.042596,true,1,,1,1,,,,,1,,5,,0,0,0,
model_noop.ll,unknown,0.141781,false,14,2,23,25,,2,,,23,,41,,0,0,0,
model_noop.ll_neg,unknown,0.161581,false,15,2,29,31,,2,,,29,,53,,0,0,0,
agimpegp-succeed_o2.ll,2,0.101313,false,8,2,17,19,,2,,,17,,31,,0,0,0,
agimpegp-succeed_o2.ll_neg,2,0.121412,false,10,2,23,25,,2,,,23,,44,,0,0,0,
model_op.ll,unknown,0.101345,false,8,2,17,19,,2,,,17,,26,,0,0,0,
model_op.ll_neg,unknown,0.121405,false,10,2,23,25,,2,,,23,,37,,0,0,0,
agimpegp-succeed_o0.ll,0,0.141718,false,14,2,23,25,,2,,,23,,46,,0,0,0,
agimpegp-succeed_o0.ll_neg,0,0.161598,false,15,2,29,31,,2,,,29,,60,,0,0,0,
agimpegp-succeed_os.ll,S,0.101306,false,8,2,17,19,,2,,,17,,31,,0,0,0,
agimpegp-succeed_os.ll_neg,S,0.121348,false,10,2,23,25,,2,,,23,,44,,0,0,0,
pgdropbuf_o0.ll,0,0.040948,true,1,,2,2,,,,,2,,80,,0,0,0,
pgdropbuf_o0.ll_neg,0,None,,,,,,,,,,,,,,,,,TIMEOUT
pgdropbuf_os.ll,S,0.044043,true,1,,2,2,,,,,2,,6,,0,0,0,
pgdropbuf_os.ll_neg,S,0.081522,false,8,1,12,13,,1,,,12,,29,,0,0,0,
pgdropbuf_o2.ll,2,0.041013,true,1,,2,2,,,,,2,,6,,0,0,0,
pgdropbuf_o2.ll_neg,2,0.08115,false,8,1,12,13,,1,,,12,,29,,0,0,0,
afagp-fail_os.ll,S,None,,,,,,,,,,,,,,,,,TIMEOUT
afagp-fail_os.ll_neg,S,None,,,,,,,,,,,,,,,,,TIMEOUT
afagp-fail_o0.ll,0,None,,,,,,,,,,,,,,,,,TIMEOUT
afagp-fail_o0.ll_neg,0,None,,,,,,,,,,,,,,,,,TIMEOUT
afagp-fail_o2.ll,2,None,,,,,,,,,,,,,,,,,TIMEOUT
afagp-fail_o2.ll_neg,2,None,,,,,,,,,,,,,,,,,TIMEOUT
