name,opt,time,result,states,SMT calls Subseteq(),SMT calls Empty(),SMT queries,SMT queries SAT,SMT queries unSAT,SMT queries unSAT,SMT subseteq on syntax. equal,SMT simplify calls,SMT CACHED,Instruction executed,Instructions executed observable,Hit count,Miss count,Replace count,Note
stateful01_false-unreach-call_o0.ll,0,0.14195,false,411,655,1,4,,3,,15254,345,19,1208,,19,3,0,
safe006_pso.opt_true-unreach-call_o0.ll,0,1.429304,true,7461,2073,,30,,30,,42374,3678,190,18857,,190,30,0,
20_lamport_true-unreach-call_o2.ll,2,0.061494,true,135,91,,3,,3,,1112,65,6,266,,6,3,0,
safe006_pso.oepc_true-unreach-call_o2.ll,2,6.393288,true,19504,27877,,145,,145,,587394,6610,1107,86559,,1107,145,0,
safe036_tso.oepc_true-unreach-call_o0.ll,0,2.012991,true,9436,2437,,35,,35,,49995,4178,267,23544,,267,35,0,
safe010_tso.opt_true-unreach-call_o0.ll,0,1.369041,true,7388,2048,,30,,30,,37753,3664,188,18655,,188,30,0,
rfi005_rmo.oepc_false-unreach-call_o0.ll,0,1.207492,false,1706,437,29,46,,17,,23933,139,93,4516,,93,17,0,
peterson_true-unreach-call_os.ll,S,0.041726,true,202,319,,,,,,3101,53,,664,,0,0,0,
safe036_tso.oepc_true-unreach-call_o2.ll,2,7.658932,true,23712,34538,,166,,166,,730630,6932,1245,106043,,1245,166,0,
safe036_power.opt_true-unreach-call_o0.ll,0,1.992717,true,9436,2437,,35,,35,,49995,4178,267,23544,,267,35,0,
thin000_tso.oepc_true-unreach-call_os.ll,S,6.373632,true,19504,27877,,145,,145,,587394,6610,1107,86559,,1107,145,0,
rfi005_power.oepc_false-unreach-call_o0.ll,0,1.227807,false,1706,437,29,46,,17,,23933,139,93,4516,,93,17,0,
safe036_pso.oepc_true-unreach-call_o2.ll,2,7.679173,true,23712,34538,,166,,166,,730630,6932,1245,106043,,1245,166,0,
stateful01_false-unreach-call_o2.ll,2,0.083273,false,258,383,1,1,,,,7810,89,,703,,0,0,0,
safe033_tso.oepc_true-unreach-call_o2.ll,2,6.352867,true,20737,29783,,156,,156,,569207,6604,1103,92669,,1103,156,0,
safe036_pso.opt_true-unreach-call_os.ll,S,7.719725,true,23712,34538,,166,,166,,730630,6932,1245,106043,,1245,166,0,
safe006_tso.opt_true-unreach-call_o2.ll,2,6.392947,true,19504,27877,,145,,145,,587394,6610,1107,86559,,1107,145,0,
thin000_tso.oepc_true-unreach-call_o0.ll,0,1.449529,true,7461,2073,,30,,30,,42374,3678,190,18857,,190,30,0,
