sep=,
name,opt,time,result,states,SMT calls Subseteq(),SMT calls Empty(),SMT queries,SMT queries SAT,SMT queries unSAT,SMT queries unSAT,SMT subseteq on syntax. equal,SMT simplify calls,SMT CACHED,Instruction executed,Instructions executed observable,Hit count,Miss count,Replace count,Note
transmitter.02_false.cil_o0.ll,0,0.926169,false,1151,36,84,120,,36,,,395,,3038,,0,0,0,
token_ring.03_false.cil_o2.ll,2,17.616953,true,4880,400,648,1048,88,312,,,737,,12909,,0,0,0,
transmitter.03_false.cil_os.ll,S,6.91974,false,3781,245,520,765,,245,,,625,,9696,,0,0,0,
kundu_true.cil_o2.ll,2,57.951428,true,21075,1634,3278,4912,,1634,,,3527,,56683,,0,0,0,
bist_cell_true.cil_o2.ll,2,0.083542,true,140,2,4,6,,2,,,10,,316,,0,0,0,
transmitter.04_false.cil_o2.ll,2,53.503859,false,20242,1225,2792,4017,,1225,,,2935,,53802,,0,0,0,
token_ring.01_true.cil_os.ll,S,0.504409,true,276,21,50,71,,21,,,73,,679,,0,0,0,
mem_slave_tlm.4_true.cil_os.ll,S,3.138315,true,2414,57,114,171,,57,,,158,,6769,,0,0,0,
kundu_true.cil_os.ll,S,48.21296,true,22585,1565,3140,4705,,1565,,,4721,,58402,,0,0,0,
token_ring.02_false.cil_o2.ll,2,3.862716,true,1034,92,164,256,20,72,,,174,,2672,,0,0,0,
toy2_false.cil_o0.ll,0,6.135873,false,2864,159,324,483,,159,,,644,,8378,,0,0,0,
mem_slave_tlm.5_true.cil_o0.ll,0,6.637281,true,8952,78,156,234,,78,,,1176,,19253,,0,0,0,
token_ring.05_true.cil_o0.ll,0,305.563772,true,68835,17394,4886,22280,14961,2433,,,22046,,182193,,0,0,0,
token_ring.02_true.cil_os.ll,S,2.23535,true,875,137,116,253,83,54,,,206,,2245,,0,0,0,
token_ring.02_true.cil_o2.ll,2,3.840757,true,1034,92,164,256,20,72,,,174,,2672,,0,0,0,
token_ring.03_true.cil_o0.ll,0,18.969757,true,5995,1298,382,1680,1113,185,,,2000,,15621,,0,0,0,
transmitter.15_false.cil_o0.ll,0,0.14225,false,228,,4,4,,,,,54,,615,,0,0,0,
transmitter.16_false.cil_o0.ll,0,0.141838,false,243,,4,4,,,,,57,,654,,0,0,0,
token_ring.01_false.cil_o2.ll,2,1.046841,true,321,29,74,103,,29,,,78,,816,,0,0,0,
transmitter.01_false.cil_os.ll,S,0.202239,false,105,8,22,30,,8,,,24,,256,,0,0,0,
mem_slave_tlm.4_true.cil_o0.ll,0,5.169504,true,7182,64,128,192,,64,,,962,,15477,,0,0,0,
token_ring.04_true.cil_os.ll,S,55.63918,true,12121,2825,1476,4301,2095,730,,,2432,,31070,,0,0,0,
token_ring.04_false.cil_os.ll,S,56.063663,true,12121,2825,1476,4301,2095,730,,,2432,,31070,,0,0,0,
mem_slave_tlm.2_true.cil_os.ll,S,1.489454,true,1352,33,66,99,,33,,,94,,3853,,0,0,0,
token_ring.04_false.cil_o2.ll,2,92.61053,true,18816,1426,2386,3812,266,1160,,,2630,,49432,,0,0,0,
pc_sfifo_2_false.cil_o2.ll,2,0.043231,false,23,,2,2,,,,,2,,54,,0,0,0,
transmitter.03_false.cil_o2.ll,2,8.951346,false,3958,251,594,845,,251,,,632,,10717,,0,0,0,
mem_slave_tlm.1_true.cil_os.ll,S,0.926139,true,838,21,42,63,,21,,,62,,2398,,0,0,0,
