name,opt,time,result,states,SMT calls Subseteq(),SMT calls Empty(),SMT queries,SMT queries SAT,SMT queries unSAT,SMT queries unSAT,SMT subseteq on syntax. equal,SMT simplify calls,SMT CACHED,Instruction executed,Instructions executed observable,Hit count,Miss count,Replace count,Note
sum01_bug02_false_o0.ll,0,0.141408,false,103,6,28,28,,,,,70,,235,,0,0,0,
string_true_o0.ll,0,30.723862,true,2923,2417,268,2580,2312,,,,1222,,6564,,0,0,0,
array_false_o0.ll,0,0.062855,false,35,,6,6,,,,,14,,74,,0,0,0,
array_true_o2.ll,2,0.020763,true,2,,,,,,,,1,,7,,0,0,0,
nec20_false_o0.ll,0,0.040829,false,39,,4,4,,,,,4,,75,,0,0,0,
eureka_05_true_o2.ll,2,0.040934,true,53,,,,,,,,1,,172,,0,0,0,
sum01_true_o2.ll,2,0.04088,true,2,2,8,8,,,,,11,,29,,0,0,0,
nec20_false_o2.ll,2,0.020836,false,2,,,,,,,,,,4,,0,0,0,
matrix_true_o2.ll,2,0.020742,true,2,,,,,,,,1,,7,,0,0,0,
terminator_03_false_o2.ll,2,0.101125,false,5,1,16,16,,,,,18,,38,,0,0,0,
sum03_false_o0.ll,0,0.040953,false,94,,,,,,,,,,233,,0,0,0,
while_infinite_loop_4_false_os.ll,S,0.02077,false,3,,,,,,,,,,4,,0,0,0,
n.c11_true_o2.ll,2,0.080987,true,12,7,14,16,,2,,,20,,87,,0,0,0,
trex03_false_o2.ll,2,0.141397,false,11,,32,32,,,,,33,,118,,0,0,0,
while_infinite_loop_1_true_o0.ll,0,0.040928,true,6,1,,1,,1,,,,,17,,0,0,0,
trex02_false_o0.ll,0,0.040919,false,8,,4,4,,,,,4,,24,,0,0,0,
trex04_true_os.ll,S,0.0409,true,5,3,6,6,,,,,10,,48,,0,0,0,
verisec_NetBSD-libc__loop_false_o0.ll,0,0.020806,false,32,,,,,,,,,,67,,0,0,0,
terminator_03_false_os.ll,S,0.081079,false,5,1,16,16,,,,,18,,38,,0,0,0,
veris.c_NetBSD-libc__loop_true_os.ll,S,0.020849,true,7,,,,,,,,2,,28,,0,0,0,
sum01_false_os.ll,S,0.201579,false,25,10,46,46,,,,,57,,208,,0,0,0,
nec40_true_o0.ll,0,0.081153,true,12,1,4,5,1,,,,6,,24,,0,0,0,
terminator_02_true_o0.ll,0,0.061052,true,14,,12,12,,,,,18,,48,,0,0,0,
n.c40_true_os.ll,S,0.101244,true,10,1,6,7,1,,,,8,,23,,0,0,0,
